CUSTGROUP,customer_name,Month,Year,Qty,Sales
CLINIC-SP,CUST-11160001,Feb,2023,0,0
SUPERMARKET,CUST-11170000,Feb,2023,20,100
CLINIC-SP,CUST-11180000,Feb,2023,21,162
GROUP-GP,CUST-11190001,Feb,2023,6,232
CLINIC-SP,CUST-11200000,Feb,2023,3,150
CLINIC-GP,CUST-11210001,Feb,2023,3,41
CLINIC-GP,CUST-11220001,Feb,2023,4,191
GROUP-GP,CUST-11230000,Feb,2023,21,574
CLINIC-GP,CUST-11240001,Feb,2023,0,0
CLINIC-SP,CUST-11250001,Feb,2023,5,314
CLINIC-GP,CUST-11260001,Feb,2023,1,98
CLINIC-GP,CUST-11270001,Feb,2023,0,0
CLINIC-GP,CUST-11280001,Feb,2023,10,186
CLINIC-SP,CUST-11290001,Feb,2023,4,58
CLINIC-SP,CUST-11300001,Feb,2023,4,42
GROUP-GP,CUST-11310000,Feb,2023,3,152
CLINIC-SP,CUST-11320001,Feb,2023,0,0
CLINIC-SP,CUST-11330000,Feb,2023,0,0
CLINIC-GP,CUST-11340000,Feb,2023,17,41
CLINIC-SP,CUST-11350001,Feb,2023,0,0
CLINIC-SP,CUST-11360000,Feb,2023,8,21
CLINIC-GP,CUST-11370000,Feb,2023,21,345
OTHERS,CUST-11380000,Feb,2023,29,63
CLINIC-SP,CUST-11390001,Feb,2023,4,134
CLINIC-SP,CUST-11400000,Feb,2023,0,0
GROUP-GP,CUST-11410001,Feb,2023,2,84
CLINIC-GP,CUST-11420000,Feb,2023,0,0
CLINIC-GP,CUST-11430000,Feb,2023,0,0
CLINIC-SP,CUST-11440000,Feb,2023,11,199
CLINIC-SP,CUST-11450000,Feb,2023,0,0
CLINIC-SP,CUST-11460001,Feb,2023,8,65
CLINIC-GP,CUST-11470000,Feb,2023,5,175
CLINIC-SP,CUST-11480001,Feb,2023,9,190
CLINIC-DEN,CUST-11490000,Feb,2023,0,0
CLINIC-GP,CUST-11500001,Feb,2023,0,0
CLINIC-GP,CUST-11510001,Feb,2023,10,323
CLINIC-GP,CUST-11520000,Feb,2023,3,131
CLINIC-GP,CUST-11530001,Feb,2023,6,97
CLINIC-GP,CUST-11540000,Feb,2023,0,0
CLINIC-GP,CUST-11550000,Feb,2023,0,0
CLINIC-SP,CUST-11560001,Feb,2023,3,140
CLINIC-SP,CUST-11570000,Feb,2023,0,0
CLINIC-GP,CUST-11580000,Feb,2023,0,0
OTHERS,CUST-11590001,Feb,2023,1,38
CLINIC-DEN,CUST-11600000,Feb,2023,20,342
CLINIC-SP,CUST-11610000,Feb,2023,0,0
CLINIC-SP,CUST-11620001,Feb,2023,25,272
CLINIC-SP,CUST-11630000,Feb,2023,11,478
CLINIC-SP,CUST-11640001,Feb,2023,1,98
GROUP-GP,CUST-11650001,Feb,2023,8,75
CLINIC-GP,CUST-11660001,Feb,2023,10,297
CLINIC-GP,CUST-11670000,Feb,2023,4,87
GROUP-GP,CUST-11680000,Feb,2023,7,241
CLINIC-SP,CUST-11690000,Feb,2023,3,53
CLINIC-SP,CUST-11700001,Feb,2023,0,0
CLINIC-GP,CUST-11710000,Feb,2023,0,0
CLINIC-GP,CUST-11720001,Feb,2023,7,50
CLINIC-SP,CUST-11730000,Feb,2023,0,0
CLINIC-GP,CUST-11740000,Feb,2023,0,0
CLINIC-DEN,CUST-11750001,Feb,2023,0,0
OTHERS,CUST-11760000,Feb,2023,13,182
GROUP-GP,CUST-11770001,Feb,2023,0,0
CLINIC-GP,CUST-11780000,Feb,2023,3,24
CLINIC-SP,CUST-11790001,Feb,2023,0,0
OTHERS,CUST-11800001,Feb,2023,8,137
CLINIC-SP,CUST-11810001,Feb,2023,35,102
CLINIC-GP,CUST-11820001,Feb,2023,11,226
CLINIC-DEN,CUST-11830000,Feb,2023,0,0
CLINIC-SP,CUST-11840001,Feb,2023,0,0
CLINIC-GP,CUST-11850000,Feb,2023,20,550
CLINIC-GP,CUST-11860000,Feb,2023,6,286
CLINIC-GP,CUST-11870001,Feb,2023,5,131
CLINIC-GP,CUST-11880001,Feb,2023,29,506
GROUP-GP,CUST-11890000,Feb,2023,6,373
GROUP-GP,CUST-11900000,Feb,2023,0,0
CLINIC-GP,CUST-11910001,Feb,2023,12,310
CLINIC-GP,CUST-11920001,Feb,2023,0,0
CLINIC-GP,CUST-11930000,Feb,2023,2,67
CLINIC-SP,CUST-11940000,Feb,2023,0,0
CLINIC-GP,CUST-11950000,Feb,2023,10,194
CLINIC-GP,CUST-11960000,Feb,2023,32,487
OTHERS,CUST-11970001,Feb,2023,1,36
CLINIC-SP,CUST-11980001,Feb,2023,6,202
CLINIC-GP,CUST-11990001,Feb,2023,0,0
GROUP-GP,CUST-12000001,Feb,2023,0,0
CLINIC-SP,CUST-12010000,Feb,2023,12,126
CLINIC-GP,CUST-12020001,Feb,2023,5,135
CLINIC-SP,CUST-12030001,Feb,2023,4,146
CLINIC-GP,CUST-12040000,Feb,2023,1,86
CLINIC-GP,CUST-12050001,Feb,2023,4,88
CLINIC-SP,CUST-12060000,Feb,2023,1,49
CLINIC-GP,CUST-12070000,Feb,2023,15,187
CLINIC-SP,CUST-12080000,Feb,2023,10,384
CLINIC-GP,CUST-12090001,Feb,2023,0,0
CLINIC-GP,CUST-12100000,Feb,2023,0,0
GROUP-GP,CUST-12110001,Feb,2023,0,0
CLINIC-GP,CUST-12120001,Feb,2023,2,37
GROUP-GP,CUST-12130001,Feb,2023,2,30
CLINIC-SP,CUST-12140001,Feb,2023,5,87
CLINIC-SP,CUST-12150001,Feb,2023,14,189
CLINIC-SP,CUST-12160001,Feb,2023,16,252
CLINIC-SP,CUST-12170000,Feb,2023,29,439
CLINIC-SP,CUST-12180001,Feb,2023,18,330
CLINIC-GP,CUST-12190001,Feb,2023,7,117
CLINIC-SP,CUST-12200001,Feb,2023,0,0
CLINIC-SP,CUST-12210000,Feb,2023,30,899
CLINIC-GP,CUST-12220000,Feb,2023,9,83
OTHERS,CUST-12230000,Feb,2023,8,218
CLINIC-SP,CUST-12240000,Feb,2023,0,0
CLINIC-SP,CUST-12250001,Feb,2023,11,462
CLINIC-SP,CUST-12260000,Feb,2023,0,0
CLINIC-GP,CUST-12270001,Feb,2023,10,184
CLINIC-SP,CUST-12280001,Feb,2023,0,0
CLINIC-SP,CUST-12290000,Feb,2023,0,0
GROUP-GP,CUST-12300000,Feb,2023,8,75
CLINIC-SP,CUST-12310001,Feb,2023,0,0
CLINIC-GP,CUST-12320000,Feb,2023,4,89
CLINIC-GP,CUST-12330001,Feb,2023,2,54
CLINIC-GP,CUST-12340001,Feb,2023,10,214
CLINIC-SP,CUST-12350000,Feb,2023,0,0
CLINIC-GP,CUST-12360000,Feb,2023,15,144
CLINIC-SP,CUST-12370000,Feb,2023,4,206
OTHERS,CUST-12380001,Feb,2023,17,705
CLINIC-SP,CUST-12390000,Feb,2023,0,0
CLINIC-SP,CUST-12400001,Feb,2023,0,0
CLINIC-SP,CUST-12410000,Feb,2023,21,263
CLINIC-GP,CUST-12420000,Feb,2023,0,0
CLINIC-DEN,CUST-12430000,Feb,2023,0,0
CLINIC-GP,CUST-12440000,Feb,2023,4,135
GROUP-GP,CUST-12450000,Feb,2023,0,0
CLINIC-GP,CUST-12460001,Feb,2023,0,0
CLINIC-GP,CUST-12470000,Feb,2023,3,59
CLINIC-GP,CUST-12480000,Feb,2023,23,307
CLINIC-SP,CUST-12490001,Feb,2023,19,351
CLINIC-SP,CUST-12500000,Feb,2023,5,131
CLINIC-SP,CUST-12510000,Feb,2023,4,353
CLINIC-SP,CUST-12520000,Feb,2023,2,100
CLINIC-GP,CUST-12530001,Feb,2023,0,0
CLINIC-GP,CUST-12540000,Feb,2023,5,173
CLINIC-GP,CUST-12550001,Feb,2023,1,46
GROUP-GP,CUST-12560000,Feb,2023,0,0
CLINIC-SP,CUST-12570001,Feb,2023,20,82
CLINIC-GP,CUST-12580000,Feb,2023,15,232
CLINIC-SP,CUST-12590001,Feb,2023,6,275
GROUP-GP,CUST-12600000,Feb,2023,0,0
CLINIC-GP,CUST-12610000,Feb,2023,12,82
CLINIC-SP,CUST-12620000,Feb,2023,0,0
CLINIC-SP,CUST-12630000,Feb,2023,10,642
GROUP-GP,CUST-12640001,Feb,2023,34,304
GROUP-GP,CUST-12650001,Feb,2023,5,222
CLINIC-SP,CUST-12660001,Feb,2023,6,95
CLINIC-GP,CUST-12670000,Feb,2023,3,42
CLINIC-SP,CUST-12680001,Feb,2023,0,0
SUPERMARKET,CUST-12690000,Feb,2023,0,0
SUPERMARKET,CUST-12700001,Feb,2023,20,107
CLINIC-SP,CUST-12710001,Feb,2023,21,506
CLINIC-GP,CUST-12720000,Feb,2023,5,154
CLINIC-GP,CUST-12730001,Feb,2023,20,160
GROUP-GP,CUST-12740000,Feb,2023,0,0
CLINIC-SP,CUST-12750000,Feb,2023,0,0
CLINIC-SP,CUST-12760001,Feb,2023,0,0
CLINIC-SP,CUST-12770001,Feb,2023,4,94
CLINIC-SP,CUST-12780000,Feb,2023,10,41
GROUP-GP,CUST-12790000,Feb,2023,4,80
CLINIC-SP,CUST-12800001,Feb,2023,0,0
CLINIC-SP,CUST-12810000,Feb,2023,0,0
CLINIC-GP,CUST-12820001,Feb,2023,14,297
CLINIC-SP,CUST-12830001,Feb,2023,0,0
CLINIC-SP,CUST-12840000,Feb,2023,22,329
CLINIC-SP,CUST-12850000,Feb,2023,0,0
GROUP-GP,CUST-12860000,Feb,2023,0,0
CLINIC-GP,CUST-12870001,Feb,2023,8,51
CLINIC-SP,CUST-12880001,Feb,2023,0,0
CLINIC-DEN,CUST-12890000,Feb,2023,15,863
CLINIC-SP,CUST-12900000,Feb,2023,0,0
CLINIC-SP,CUST-12910000,Feb,2023,5,128
GROUP-GP,CUST-12920001,Feb,2023,32,166
CLINIC-SP,CUST-12930001,Feb,2023,0,0
CLINIC-GP,CUST-12940001,Feb,2023,0,0
CLINIC-GP,CUST-12950001,Feb,2023,10,57
CLINIC-SP,CUST-12960000,Feb,2023,0,0
CLINIC-GP,CUST-12970000,Feb,2023,18,273
OTHERS,CUST-12980001,Feb,2023,0,0
CLINIC-SP,CUST-12990001,Feb,2023,0,0
CLINIC-GP,CUST-13000001,Feb,2023,12,123
CLINIC-DEN,CUST-13010000,Feb,2023,0,0
GROUP-GP,CUST-13020000,Feb,2023,4,43
GROUP-GP,CUST-13030001,Feb,2023,0,0
GROUP-GP,CUST-13040001,Feb,2023,4,258
OTHERS,CUST-13050001,Feb,2023,49,235
CLINIC-DEN,CUST-13060001,Feb,2023,0,0
CLINIC-GP,CUST-13070000,Feb,2023,0,0
CLINIC-SP,CUST-13080001,Feb,2023,5,75
CLINIC-DEN,CUST-13090000,Feb,2023,1,143
CLINIC-GP,CUST-13100001,Feb,2023,4,89
CLINIC-SP,CUST-13110000,Feb,2023,2,302
GROUP-GP,CUST-13120001,Feb,2023,8,188
CLINIC-SP,CUST-13130001,Feb,2023,0,0
CLINIC-SP,CUST-13140001,Feb,2023,0,0
CLINIC-SP,CUST-13150001,Feb,2023,6,130
GROUP-GP,CUST-13160001,Feb,2023,8,110
CLINIC-SP,CUST-13170000,Feb,2023,12,335
CLINIC-GP,CUST-13180000,Feb,2023,8,128
CLINIC-SP,CUST-13190000,Feb,2023,2,433
GROUP-GP,CUST-13200000,Feb,2023,0,0
CLINIC-GP,CUST-13210000,Feb,2023,10,172
CLINIC-DEN,CUST-13220000,Feb,2023,0,0
CLINIC-SP,CUST-13230000,Feb,2023,6,599
CLINIC-GP,CUST-13240001,Feb,2023,0,0
CLINIC-SP,CUST-13250001,Feb,2023,0,0
GROUP-GP,CUST-13260000,Feb,2023,16,350
CLINIC-SP,CUST-13270000,Feb,2023,12,84
CLINIC-GP,CUST-13280001,Feb,2023,5,67
CLINIC-GP,CUST-13290000,Feb,2023,8,64
CLINIC-SP,CUST-13300000,Feb,2023,15,182
CLINIC-SP,CUST-13310001,Feb,2023,0,0
CLINIC-SP,CUST-13320000,Feb,2023,0,0
CLINIC-DEN,CUST-13330001,Feb,2023,17,119
CLINIC-GP,CUST-13340001,Feb,2023,49,331
GROUP-GP,CUST-13350000,Feb,2023,17,157
CLINIC-SP,CUST-13360000,Feb,2023,7,199
CLINIC-SP,CUST-13370000,Feb,2023,0,0
CLINIC-GP,CUST-13380000,Feb,2023,6,124
CLINIC-SP,CUST-13390000,Feb,2023,6,311
CORPORATES,CUST-13400001,Feb,2023,38,1695
CLINIC-SP,CUST-13410000,Feb,2023,16,260
CLINIC-GP,CUST-13420000,Feb,2023,6,137
CLINIC-GP,CUST-13430000,Feb,2023,1,84
CLINIC-SP,CUST-13440001,Feb,2023,0,0
SUPERMARKET,CUST-13450000,Feb,2023,21,627
CLINIC-GP,CUST-13460000,Feb,2023,5,51
CLINIC-SP,CUST-13470000,Feb,2023,40,345
CLINIC-GP,CUST-13480001,Feb,2023,6,78
CLINIC-GP,CUST-13490001,Feb,2023,0,0
CLINIC-SP,CUST-13500001,Feb,2023,4,150
CLINIC-SP,CUST-13510001,Feb,2023,22,189
CLINIC-SP,CUST-13520000,Feb,2023,0,0
CLINIC-GP,CUST-13530000,Feb,2023,4,116
CLINIC-GP,CUST-13540000,Feb,2023,0,0
CLINIC-GP,CUST-13550001,Feb,2023,6,219
CLINIC-SP,CUST-13560001,Feb,2023,0,0
CLINIC-GP,CUST-13570001,Feb,2023,0,0
CLINIC-SP,CUST-13580001,Feb,2023,2,31
CLINIC-SP,CUST-13590000,Feb,2023,10,215
CLINIC-GP,CUST-13600001,Feb,2023,0,0
CLINIC-DEN,CUST-13610000,Feb,2023,0,0
GROUP-GP,CUST-13620000,Feb,2023,7,203
CLINIC-SP,CUST-13630001,Feb,2023,0,0
CLINIC-GP,CUST-13640000,Feb,2023,10,50
GROUP-GP,CUST-13650001,Feb,2023,3,66
CLINIC-SP,CUST-13660001,Feb,2023,0,0
CLINIC-SP,CUST-13670001,Feb,2023,0,0
CLINIC-SP,CUST-13680000,Feb,2023,8,184
CLINIC-GP,CUST-13690001,Feb,2023,0,0
CLINIC-GP,CUST-13700001,Feb,2023,0,0
CLINIC-SP,CUST-13710001,Feb,2023,12,336
CLINIC-GP,CUST-13720000,Feb,2023,1,42
CLINIC-SP,CUST-13730000,Feb,2023,8,136
CLINIC-SP,CUST-13740001,Feb,2023,0,0
CLINIC-GP,CUST-13750001,Feb,2023,0,0
CLINIC-GP,CUST-13760000,Feb,2023,1,15
CLINIC-GP,CUST-13770000,Feb,2023,6,51
CLINIC-SP,CUST-13780001,Feb,2023,0,0
CLINIC-SP,CUST-13790000,Feb,2023,0,0
CLINIC-SP,CUST-13800001,Feb,2023,6,115
CLINIC-SP,CUST-13810001,Feb,2023,0,0
CLINIC-GP,CUST-13820000,Feb,2023,12,102
CLINIC-SP,CUST-13830001,Feb,2023,0,0
CLINIC-GP,CUST-13840001,Feb,2023,0,0
CLINIC-SP,CUST-13850001,Feb,2023,4,106
CLINIC-GP,CUST-13860001,Feb,2023,8,87
CLINIC-SP,CUST-13870000,Feb,2023,20,227
OTHERS,CUST-13880001,Feb,2023,0,0
CLINIC-GP,CUST-13890001,Feb,2023,22,224
GROUP-GP,CUST-13900001,Feb,2023,6,185
CLINIC-SP,CUST-13910001,Feb,2023,0,0
CLINIC-GP,CUST-13920000,Feb,2023,9,523
OTHERS,CUST-13930000,Feb,2023,0,0
CLINIC-SP,CUST-13940001,Feb,2023,4,146
CLINIC-SP,CUST-13950000,Feb,2023,0,0
CLINIC-GP,CUST-13960001,Feb,2023,1,43
CLINIC-GP,CUST-13970001,Feb,2023,3,132
GROUP-GP,CUST-13980000,Feb,2023,2,42
CLINIC-SP,CUST-13990001,Feb,2023,10,103
CLINIC-SP,CUST-14000001,Feb,2023,2,98
CLINIC-SP,CUST-14010000,Feb,2023,6,385
CLINIC-GP,CUST-14020001,Feb,2023,3,83
CLINIC-SP,CUST-14030000,Feb,2023,0,0
CLINIC-GP,CUST-14040000,Feb,2023,0,0
CLINIC-GP,CUST-14050000,Feb,2023,0,0
CLINIC-SP,CUST-14060001,Feb,2023,5,160
CLINIC-SP,CUST-14070001,Feb,2023,9,119
CLINIC-SP,CUST-14080001,Feb,2023,2,91
CLINIC-DEN,CUST-14090000,Feb,2023,0,0
CLINIC-SP,CUST-14100001,Feb,2023,1,43
GROUP-GP,CUST-14110001,Feb,2023,0,0
CLINIC-DEN,CUST-14120001,Feb,2023,0,0
CLINIC-SP,CUST-14130000,Feb,2023,60,611
CLINIC-GP,CUST-14140001,Feb,2023,0,0
GROUP-GP,CUST-14150001,Feb,2023,5,66
CLINIC-GP,CUST-14160000,Feb,2023,8,98
CLINIC-SP,CUST-14170001,Feb,2023,5,179
GROUP-GP,CUST-14180001,Feb,2023,6,174
CLINIC-SP,CUST-14190001,Feb,2023,2,135
CLINIC-SP,CUST-14200000,Feb,2023,3,45
CLINIC-GP,CUST-14210000,Feb,2023,6,29
CLINIC-GP,CUST-14220001,Feb,2023,0,0
CLINIC-SP,CUST-14230000,Feb,2023,0,0
OTHERS,CUST-14240001,Feb,2023,2,44
CLINIC-SP,CUST-14250000,Feb,2023,2,91
CLINIC-GP,CUST-14260001,Feb,2023,0,0
CLINIC-GP,CUST-14270001,Feb,2023,7,144
CLINIC-GP,CUST-14280001,Feb,2023,0,0
CLINIC-GP,CUST-14290001,Feb,2023,4,52
CLINIC-SP,CUST-14300001,Feb,2023,1,62
CLINIC-GP,CUST-14310001,Feb,2023,37,455
CLINIC-SP,CUST-14320001,Feb,2023,2,47
OTHERS,CUST-14330000,Feb,2023,0,0
CLINIC-GP,CUST-14340001,Feb,2023,2,130
CLINIC-SP,CUST-14350001,Feb,2023,0,0
CLINIC-SP,CUST-14360000,Feb,2023,13,53
GROUP-GP,CUST-14370000,Feb,2023,0,0
CLINIC-SP,CUST-14380000,Feb,2023,3,102
CLINIC-GP,CUST-14390001,Feb,2023,0,0
CLINIC-SP,CUST-14400000,Feb,2023,4,56
CLINIC-GP,CUST-14410001,Feb,2023,0,0
CLINIC-GP,CUST-14420001,Feb,2023,12,233
CLINIC-GP,CUST-14430000,Feb,2023,23,1197
CLINIC-GP,CUST-14440000,Feb,2023,0,0
CLINIC-GP,CUST-14450000,Feb,2023,3,41
CLINIC-DEN,CUST-14460000,Feb,2023,0,0
PH-RETAILS,CUST-14470000,Feb,2023,0,0
CLINIC-SP,CUST-14480000,Feb,2023,0,0
CLINIC-GP,CUST-14490000,Feb,2023,35,154
CLINIC-DEN,CUST-14500000,Feb,2023,5,117
CLINIC-GP,CUST-14510001,Feb,2023,13,146
CLINIC-SP,CUST-14520000,Feb,2023,0,0
CLINIC-SP,CUST-14530001,Feb,2023,19,185
CLINIC-SP,CUST-14540000,Feb,2023,0,0
OTHERS,CUST-14550000,Feb,2023,8,287
CLINIC-DEN,CUST-14560001,Feb,2023,0,0
CLINIC-SP,CUST-14570001,Feb,2023,0,0
OTHERS,CUST-14580000,Feb,2023,0,0
CLINIC-SP,CUST-14590000,Feb,2023,0,0
CLINIC-SP,CUST-14600000,Feb,2023,0,0
CLINIC-SP,CUST-14610000,Feb,2023,0,0
CLINIC-GP,CUST-14620001,Feb,2023,2,55
CLINIC-GP,CUST-14630000,Feb,2023,95,280
CLINIC-GP,CUST-14640001,Feb,2023,0,0
CLINIC-DEN,CUST-14650001,Feb,2023,0,0
CLINIC-SP,CUST-14660001,Feb,2023,6,90
CLINIC-SP,CUST-14670001,Feb,2023,0,0
CLINIC-SP,CUST-14680001,Feb,2023,0,0
CLINIC-GP,CUST-14690000,Feb,2023,0,0
CLINIC-SP,CUST-14700000,Feb,2023,5,204
CLINIC-SP,CUST-14710000,Feb,2023,0,0
CLINIC-GP,CUST-14720001,Feb,2023,7,83
GROUP-GP,CUST-14730000,Feb,2023,5,159
CLINIC-GP,CUST-14740000,Feb,2023,4,90
CLINIC-SP,CUST-14750001,Feb,2023,4,136
CLINIC-GP,CUST-14760000,Feb,2023,0,0
CLINIC-SP,CUST-14770001,Feb,2023,18,242
CLINIC-GP,CUST-14780000,Feb,2023,0,0
CLINIC-GP,CUST-14790000,Feb,2023,0,0
CLINIC-SP,CUST-14800001,Feb,2023,0,0
OTHERS,CUST-14810000,Feb,2023,0,0
CLINIC-GP,CUST-14820001,Feb,2023,11,200
CLINIC-GP,CUST-14830000,Feb,2023,1,44
CLINIC-SP,CUST-14840000,Feb,2023,0,0
CLINIC-GP,CUST-14850001,Feb,2023,17,402
CLINIC-SP,CUST-14860000,Feb,2023,0,0
CLINIC-SP,CUST-14870000,Feb,2023,1,55
CLINIC-SP,CUST-14880000,Feb,2023,6,90
GROUP-GP,CUST-14890001,Feb,2023,3,97
CLINIC-SP,CUST-14900001,Feb,2023,0,0
CLINIC-DEN,CUST-14910000,Feb,2023,4,192
CLINIC-SP,CUST-14920000,Feb,2023,1,453
GROUP-GP,CUST-14930000,Feb,2023,18,199
CLINIC-GP,CUST-14940000,Feb,2023,8,109
CLINIC-GP,CUST-14950000,Feb,2023,0,0
CLINIC-SP,CUST-14960001,Feb,2023,7,101
GROUP-GP,CUST-14970001,Feb,2023,3,57
CLINIC-SP,CUST-14980000,Feb,2023,2,51
CLINIC-GP,CUST-14990001,Feb,2023,3,51
CLINIC-GP,CUST-15000000,Feb,2023,18,295
GROUP-GP,CUST-15010000,Feb,2023,2,42
CLINIC-GP,CUST-15020000,Feb,2023,0,0
CLINIC-GP,CUST-15030000,Feb,2023,4,106
CLINIC-GP,CUST-15040001,Feb,2023,3,83
CLINIC-GP,CUST-15050000,Feb,2023,0,0
CLINIC-GP,CUST-15060000,Feb,2023,0,0
CLINIC-DEN,CUST-15070001,Feb,2023,7,131
CLINIC-GP,CUST-15080001,Feb,2023,0,0
CLINIC-DEN,CUST-15090001,Feb,2023,10,39
CLINIC-DEN,CUST-15100000,Feb,2023,5,246
CLINIC-SP,CUST-15110001,Feb,2023,0,0
CLINIC-DEN,CUST-15120000,Feb,2023,1,63
CLINIC-SP,CUST-15130000,Feb,2023,24,191
CLINIC-GP,CUST-15140000,Feb,2023,0,0
GROUP-GP,CUST-15150000,Feb,2023,12,91
CLINIC-SP,CUST-15160000,Feb,2023,4,76
CLINIC-GP,CUST-15170000,Feb,2023,0,0
CLINIC-SP,CUST-15180001,Feb,2023,0,0
CLINIC-SP,CUST-15190001,Feb,2023,4,150
CLINIC-SP,CUST-15200001,Feb,2023,8,141
CLINIC-SP,CUST-15210001,Feb,2023,0,0
CLINIC-DEN,CUST-15220001,Feb,2023,0,0
CLINIC-DEN,CUST-15230001,Feb,2023,0,0
CLINIC-SP,CUST-15240001,Feb,2023,3,350
OTHERS,CUST-15250000,Feb,2023,32,104
GROUP-GP,CUST-15260001,Feb,2023,7,79
CLINIC-GP,CUST-15270000,Feb,2023,2,19
GROUP-GP,CUST-15280000,Feb,2023,0,0
CLINIC-GP,CUST-15290001,Feb,2023,0,0
GROUP-GP,CUST-15300001,Feb,2023,2,26
CLINIC-SP,CUST-15310001,Feb,2023,1,69
CLINIC-DEN,CUST-15320000,Feb,2023,0,0
CLINIC-SP,CUST-15330001,Feb,2023,0,0
CLINIC-SP,CUST-15340001,Feb,2023,0,0
CLINIC-GP,CUST-15350000,Feb,2023,5,166
CLINIC-SP,CUST-15360000,Feb,2023,3,46
CLINIC-GP,CUST-15370001,Feb,2023,0,144
CLINIC-SP,CUST-15380001,Feb,2023,7,369
SUPERMARKET,CUST-15390000,Feb,2023,0,0
CLINIC-GP,CUST-15400001,Feb,2023,2,78
CLINIC-DEN,CUST-15410001,Feb,2023,4,82
CLINIC-GP,CUST-15420001,Feb,2023,0,0
CLINIC-SP,CUST-15430000,Feb,2023,0,0
CLINIC-GP,CUST-15440001,Feb,2023,10,76
CLINIC-GP,CUST-15450000,Feb,2023,0,0
CLINIC-GP,CUST-15460000,Feb,2023,3,51
CLINIC-GP,CUST-15470001,Feb,2023,8,88
CLINIC-SP,CUST-15480000,Feb,2023,17,289
CLINIC-SP,CUST-15490000,Feb,2023,0,0
CLINIC-GP,CUST-15500000,Feb,2023,26,169
CLINIC-SP,CUST-15510000,Feb,2023,1,57
CLINIC-SP,CUST-15520001,Feb,2023,0,0
CLINIC-GP,CUST-15530000,Feb,2023,24,264
GROUP-GP,CUST-15540001,Feb,2023,2,52
CLINIC-GP,CUST-15550000,Feb,2023,0,0
CLINIC-SP,CUST-15560001,Feb,2023,2,47
CLINIC-GP,CUST-15570000,Feb,2023,0,0
CLINIC-GP,CUST-15580001,Feb,2023,8,136
CLINIC-SP,CUST-15590001,Feb,2023,0,0
OTHERS,CUST-15600000,Feb,2023,0,0
CLINIC-SP,CUST-15610000,Feb,2023,0,0
CLINIC-GP,CUST-15620000,Feb,2023,0,0
CLINIC-GP,CUST-15630000,Feb,2023,0,0
CLINIC-SP,CUST-15640001,Feb,2023,0,0
CLINIC-GP,CUST-15650001,Feb,2023,0,0
CLINIC-SP,CUST-15660000,Feb,2023,0,0
CLINIC-GP,CUST-15670001,Feb,2023,0,0
CLINIC-SP,CUST-15680000,Feb,2023,0,0
GROUP-GP,CUST-15690000,Feb,2023,8,80
CLINIC-SP,CUST-15700000,Feb,2023,0,0
CLINIC-GP,CUST-15710000,Feb,2023,2,137
CLINIC-SP,CUST-15720001,Feb,2023,2,50
CLINIC-SP,CUST-15730001,Feb,2023,0,0
CLINIC-GP,CUST-15740001,Feb,2023,0,0
CLINIC-SP,CUST-15750001,Feb,2023,15,159
CLINIC-DEN,CUST-15760000,Feb,2023,0,0
OTHERS,CUST-15770001,Feb,2023,0,0
CLINIC-SP,CUST-15780000,Feb,2023,4,250
CLINIC-SP,CUST-15790001,Feb,2023,4,99
GROUP-GP,CUST-15800000,Feb,2023,0,0
GROUP-GP,CUST-15810001,Feb,2023,0,0
GROUP-GP,CUST-15820001,Feb,2023,0,0
GROUP-GP,CUST-15830001,Feb,2023,3,205
CLINIC-GP,CUST-15840001,Feb,2023,0,0
GROUP-GP,CUST-15850001,Feb,2023,0,0
CLINIC-SP,CUST-15860000,Feb,2023,0,0
CLINIC-SP,CUST-15870001,Feb,2023,0,0
CLINIC-SP,CUST-15880000,Feb,2023,6,192
CLINIC-SP,CUST-15890000,Feb,2023,4,228
CLINIC-DEN,CUST-15900001,Feb,2023,12,268
CLINIC-DEN,CUST-15910001,Feb,2023,0,0
CLINIC-SP,CUST-15920001,Feb,2023,4,95
CLINIC-GP,CUST-15930000,Feb,2023,0,0
CLINIC-DEN,CUST-15940001,Feb,2023,0,0
CLINIC-GP,CUST-15950001,Feb,2023,5,52
CLINIC-GP,CUST-15960001,Feb,2023,0,0
CLINIC-GP,CUST-15970000,Feb,2023,2,39
CLINIC-GP,CUST-15980000,Feb,2023,0,10
CLINIC-DEN,CUST-15990001,Feb,2023,24,237
CLINIC-GP,CUST-16000000,Feb,2023,8,160
CLINIC-GP,CUST-16010001,Feb,2023,0,0
GROUP-GP,CUST-16020000,Feb,2023,60,232
OTHERS,CUST-16030001,Feb,2023,1,94
CLINIC-GP,CUST-16040001,Feb,2023,7,133
CLINIC-SP,CUST-16050001,Feb,2023,0,0
CLINIC-GP,CUST-16060001,Feb,2023,0,0
CLINIC-GP,CUST-16070001,Feb,2023,27,213
CLINIC-DEN,CUST-16080001,Feb,2023,0,0
CLINIC-GP,CUST-16090000,Feb,2023,0,0
CLINIC-DEN,CUST-16100001,Feb,2023,0,0
CLINIC-GP,CUST-16110001,Feb,2023,0,0
CLINIC-SP,CUST-16120000,Feb,2023,0,0
CLINIC-SP,CUST-16130001,Feb,2023,1,30
CLINIC-SP,CUST-16140000,Feb,2023,8,103
CLINIC-GP,CUST-16150000,Feb,2023,0,0
CLINIC-DEN,CUST-16160001,Feb,2023,2,41
